"action_id","op","src_path","dst_path","notes"
"P05_000061","MOVE","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\clear_windows_event_logs.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\clear_windows_event_logs.yml","EXECUTED"
"P05_000062","MOVE","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\clipboard_capture.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\clipboard_capture.yml","EXECUTED"
"P05_000063","MOVE","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\cloud_service_enumeration.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\cloud_service_enumeration.yml","EXECUTED"
"P05_000064","MOVE","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\cloud_sync_abuse.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\cloud_sync_abuse.yml","EXECUTED"
"P05_000065","MOVE","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\cmd_suspicious_commands.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\cmd_suspicious_commands.yml","EXECUTED"
"P05_000066","MOVE","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\collection_exfiltration_impact.spl","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\collection_exfiltration_impact.spl","EXECUTED"
"P05_000067","MOVE","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\credential_access_detections.spl","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\credential_access_detections.spl","EXECUTED"
"P05_000068","MOVE","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\credential_dumping_tools.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\credential_dumping_tools.yml","EXECUTED"
"P05_000069","MOVE","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\credential-access-hunts.md","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\credential-access-hunts.md","EXECUTED"
"P05_000070","MOVE","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\data_destruction.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\data_destruction.yml","EXECUTED"
"P05_000071","MOVE","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\data_staged.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\data_staged.yml","EXECUTED"
"P05_000072","MOVE","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\database_destruction.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\database_destruction.yml","EXECUTED"
"P05_000073","MOVE","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\dcom_lateral_movement.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\dcom_lateral_movement.yml","EXECUTED"
"P05_000074","MOVE","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\dcsync_attack.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\dcsync_attack.yml","EXECUTED"
"P05_000075","MOVE","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\defacement.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\defacement.yml","EXECUTED"
"P05_000076","MOVE","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\defense_evasion_detections.spl","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\defense_evasion_detections.spl","EXECUTED"
"P05_000077","MOVE","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\disable_firewall.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\disable_firewall.yml","EXECUTED"
"P05_000078","MOVE","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\disable_windows_defender.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\disable_windows_defender.yml","EXECUTED"
"P05_000079","MOVE","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\discovery_detections.spl","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\discovery_detections.spl","EXECUTED"
"P05_000080","MOVE","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\disk_wipe.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\disk_wipe.yml","EXECUTED"
"P05_000081","MOVE","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\dll_sideloading.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\dll_sideloading.yml","EXECUTED"
"P05_000082","MOVE","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\dns_tunneling.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\dns_tunneling.yml","EXECUTED"
"P05_000083","MOVE","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\domain_trust_discovery.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\domain_trust_discovery.yml","EXECUTED"
"P05_000084","MOVE","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\email_collection.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\email_collection.yml","EXECUTED"
"P05_000085","MOVE","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\email_exfiltration.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\email_exfiltration.yml","EXECUTED"
"P05_000086","MOVE","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\encoded_powershell.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\encoded_powershell.yml","EXECUTED"
"P05_000087","MOVE","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\event_id_and_log_reference.md","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\event_id_and_log_reference.md","EXECUTED"
"P05_000088","MOVE","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\eventvwr_uac_bypass.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\eventvwr_uac_bypass.yml","EXECUTED"
"P05_000089","MOVE","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\execution_detections.spl","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\execution_detections.spl","EXECUTED"
"P05_000090","MOVE","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\exfil_over_c2.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\exfil_over_c2.yml","EXECUTED"
"P05_000091","MOVE","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\exfil_over_web_service.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\exfil_over_web_service.yml","EXECUTED"
"P05_000092","MOVE","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\file_directory_discovery.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\file_directory_discovery.yml","EXECUTED"
"P05_000093","MOVE","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\firmware_corruption.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\firmware_corruption.yml","EXECUTED"
"P05_000094","MOVE","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\ftp_exfiltration.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\ftp_exfiltration.yml","EXECUTED"
"P05_000095","MOVE","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\hawk_ops_env_mapping.md","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\hawk_ops_env_mapping.md","EXECUTED"
"P05_000096","MOVE","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\hawkinsops-custom-rules.xml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\hawkinsops-custom-rules.xml","EXECUTED"
"P05_000097","MOVE","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\indicator_removal_linux.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\indicator_removal_linux.yml","EXECUTED"
"P05_000098","MOVE","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\IR-001-LSASS-Access.md","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\IR-001-LSASS-Access.md","EXECUTED"
"P05_000099","MOVE","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\IR-002-Suspicious-PowerShell.md","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\IR-002-Suspicious-PowerShell.md","EXECUTED"
"P05_000100","MOVE","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\IR-003-Ransomware-Detected.md","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\IR-003-Ransomware-Detected.md","EXECUTED"
"P05_000101","MOVE","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\IR-004-to-030-Quick-Reference.md","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\IR-004-to-030-Quick-Reference.md","EXECUTED"
"P05_000102","MOVE","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\IR-Template.md","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\IR-Template.md","EXECUTED"
"P05_000103","MOVE","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\kerberoasting.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\kerberoasting.yml","EXECUTED"
