"action_id","op","src_path","dst_path","notes"
"P05_000017","EXCLUDED","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-site\artifacts\repo_hawkinsops-site\.git\HEAD","","Excluded: .git internals"
"P05_000018","EXCLUDED","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-site\artifacts\repo_hawkinsops-site\.git\index","","Excluded: .git internals"
"P05_000019","EXCLUDED","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-site\artifacts\repo_hawkinsops-site\.git\packed-refs","","Excluded: .git internals"
"P05_000020","EXCLUDED","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-site\artifacts\repo_hawkinsops-site\.git\hooks\applypatch-msg.sample","","Excluded: .git internals"
"P05_000021","EXCLUDED","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-site\artifacts\repo_hawkinsops-site\.git\hooks\commit-msg.sample","","Excluded: .git internals"
"P05_000022","EXCLUDED","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-site\artifacts\repo_hawkinsops-site\.git\hooks\fsmonitor-watchman.sample","","Excluded: .git internals"
"P05_000023","EXCLUDED","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-site\artifacts\repo_hawkinsops-site\.git\hooks\post-update.sample","","Excluded: .git internals"
"P05_000024","EXCLUDED","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-site\artifacts\repo_hawkinsops-site\.git\hooks\pre-applypatch.sample","","Excluded: .git internals"
"P05_000025","EXCLUDED","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-site\artifacts\repo_hawkinsops-site\.git\hooks\pre-commit.sample","","Excluded: .git internals"
"P05_000026","EXCLUDED","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-site\artifacts\repo_hawkinsops-site\.git\hooks\pre-merge-commit.sample","","Excluded: .git internals"
"P05_000027","EXCLUDED","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-site\artifacts\repo_hawkinsops-site\.git\hooks\pre-push.sample","","Excluded: .git internals"
"P05_000028","EXCLUDED","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-site\artifacts\repo_hawkinsops-site\.git\hooks\pre-rebase.sample","","Excluded: .git internals"
"P05_000029","EXCLUDED","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-site\artifacts\repo_hawkinsops-site\.git\hooks\pre-receive.sample","","Excluded: .git internals"
"P05_000030","EXCLUDED","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-site\artifacts\repo_hawkinsops-site\.git\hooks\prepare-commit-msg.sample","","Excluded: .git internals"
"P05_000031","EXCLUDED","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-site\artifacts\repo_hawkinsops-site\.git\hooks\push-to-checkout.sample","","Excluded: .git internals"
"P05_000032","EXCLUDED","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-site\artifacts\repo_hawkinsops-site\.git\hooks\sendemail-validate.sample","","Excluded: .git internals"
"P05_000033","EXCLUDED","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-site\artifacts\repo_hawkinsops-site\.git\hooks\update.sample","","Excluded: .git internals"
"P05_000034","EXCLUDED","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-site\artifacts\repo_hawkinsops-site\.git\info\exclude","","Excluded: .git internals"
"P05_000035","EXCLUDED","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-site\artifacts\repo_hawkinsops-site\.git\logs\HEAD","","Excluded: .git internals"
"P05_000036","EXCLUDED","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-site\artifacts\repo_hawkinsops-site\.git\logs\refs\heads\main","","Excluded: .git internals"
"P05_000037","EXCLUDED","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-site\artifacts\repo_hawkinsops-site\.git\logs\refs\remotes\origin\HEAD","","Excluded: .git internals"
"P05_000038","EXCLUDED","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-site\artifacts\repo_hawkinsops-site\.git\objects\pack\pack-fdd29fe54155cbd891cf25f5977b6fa7a2f59cd3.idx","","Excluded: .git internals"
"P05_000039","EXCLUDED","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-site\artifacts\repo_hawkinsops-site\.git\objects\pack\pack-fdd29fe54155cbd891cf25f5977b6fa7a2f59cd3.pack","","Excluded: .git internals"
"P05_000040","EXCLUDED","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-site\artifacts\repo_hawkinsops-site\.git\objects\pack\pack-fdd29fe54155cbd891cf25f5977b6fa7a2f59cd3.rev","","Excluded: .git internals"
"P05_000041","EXCLUDED","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-site\artifacts\repo_hawkinsops-site\.git\refs\heads\main","","Excluded: .git internals"
"P05_000042","EXCLUDED","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-site\artifacts\repo_hawkinsops-site\.git\refs\remotes\origin\HEAD","","Excluded: .git internals"
"P05_000043","MOVE_PLAN","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-site\artifacts\repo_hawkinsops-site\hawkinsops-v2\apple-touch-icon.png","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-site\artifacts\repo_hawkinsops-site\hawkinsops-v2\apple-touch-icon.png","mapped_label"
"P05_000044","MOVE_PLAN","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-site\artifacts\repo_hawkinsops-site\hawkinsops-v2\favicon-16.png","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-site\artifacts\repo_hawkinsops-site\hawkinsops-v2\favicon-16.png","mapped_label"
"P05_000045","MOVE_PLAN","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-site\artifacts\repo_hawkinsops-site\hawkinsops-v2\favicon-32.png","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-site\artifacts\repo_hawkinsops-site\hawkinsops-v2\favicon-32.png","mapped_label"
"P05_000046","MOVE_PLAN","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-site\artifacts\repo_hawkinsops-site\hawkinsops-v2\index.html","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-site\artifacts\repo_hawkinsops-site\hawkinsops-v2\index.html","mapped_label"
"P05_000047","MOVE_PLAN","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-site\artifacts\repo_hawkinsops-site\hawkinsops-v2\og.png","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-site\artifacts\repo_hawkinsops-site\hawkinsops-v2\og.png","mapped_label"
"P05_000048","MOVE_PLAN","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\00-Hunt-Matrix.md","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\00-Hunt-Matrix.md","mapped_label"
"P05_000049","MOVE_PLAN","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\00-Playbook-Index.md","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\00-Playbook-Index.md","mapped_label"
"P05_000050","MOVE_PLAN","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\00-Rule-Index.md","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\00-Rule-Index.md","mapped_label"
"P05_000051","MOVE_PLAN","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\account_manipulation.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\account_manipulation.yml","mapped_label"
"P05_000052","MOVE_PLAN","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\ad_enumeration.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\ad_enumeration.yml","mapped_label"
"P05_000053","MOVE_PLAN","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\always_install_elevated.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\always_install_elevated.yml","mapped_label"
"P05_000054","MOVE_PLAN","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\amsi_bypass.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\amsi_bypass.yml","mapped_label"
"P05_000055","MOVE_PLAN","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\archive_collected_data.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\archive_collected_data.yml","mapped_label"
"P05_000056","MOVE_PLAN","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\assumptions_and_placeholders.md","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\assumptions_and_placeholders.md","mapped_label"
"P05_000057","MOVE_PLAN","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\at_command.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\at_command.yml","mapped_label"
"P05_000058","MOVE_PLAN","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\audio_capture.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\audio_capture.yml","mapped_label"
"P05_000059","MOVE_PLAN","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\bcdedit_boot_config.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\bcdedit_boot_config.yml","mapped_label"
"P05_000060","MOVE_PLAN","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\browser_credential_theft.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\browser_credential_theft.yml","mapped_label"
"P05_000061","MOVE_PLAN","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\clear_windows_event_logs.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\clear_windows_event_logs.yml","mapped_label"
"P05_000062","MOVE_PLAN","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\clipboard_capture.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\clipboard_capture.yml","mapped_label"
"P05_000063","MOVE_PLAN","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\cloud_service_enumeration.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\cloud_service_enumeration.yml","mapped_label"
"P05_000064","MOVE_PLAN","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\cloud_sync_abuse.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\cloud_sync_abuse.yml","mapped_label"
"P05_000065","MOVE_PLAN","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\cmd_suspicious_commands.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\cmd_suspicious_commands.yml","mapped_label"
"P05_000066","MOVE_PLAN","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\collection_exfiltration_impact.spl","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\collection_exfiltration_impact.spl","mapped_label"
"P05_000067","MOVE_PLAN","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\credential_access_detections.spl","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\credential_access_detections.spl","mapped_label"
"P05_000068","MOVE_PLAN","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\credential_dumping_tools.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\credential_dumping_tools.yml","mapped_label"
"P05_000069","MOVE_PLAN","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\credential-access-hunts.md","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\credential-access-hunts.md","mapped_label"
"P05_000070","MOVE_PLAN","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\data_destruction.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\data_destruction.yml","mapped_label"
"P05_000071","MOVE_PLAN","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\data_staged.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\data_staged.yml","mapped_label"
"P05_000072","MOVE_PLAN","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\database_destruction.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\database_destruction.yml","mapped_label"
"P05_000073","MOVE_PLAN","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\dcom_lateral_movement.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\dcom_lateral_movement.yml","mapped_label"
"P05_000074","MOVE_PLAN","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\dcsync_attack.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\dcsync_attack.yml","mapped_label"
"P05_000075","MOVE_PLAN","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\defacement.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\defacement.yml","mapped_label"
"P05_000076","MOVE_PLAN","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\defense_evasion_detections.spl","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\defense_evasion_detections.spl","mapped_label"
"P05_000077","MOVE_PLAN","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\disable_firewall.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\disable_firewall.yml","mapped_label"
"P05_000078","MOVE_PLAN","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\disable_windows_defender.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\disable_windows_defender.yml","mapped_label"
"P05_000079","MOVE_PLAN","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\discovery_detections.spl","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\discovery_detections.spl","mapped_label"
"P05_000080","MOVE_PLAN","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\disk_wipe.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\disk_wipe.yml","mapped_label"
"P05_000081","MOVE_PLAN","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\dll_sideloading.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\dll_sideloading.yml","mapped_label"
"P05_000082","MOVE_PLAN","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\dns_tunneling.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\dns_tunneling.yml","mapped_label"
"P05_000083","MOVE_PLAN","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\domain_trust_discovery.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\domain_trust_discovery.yml","mapped_label"
"P05_000084","MOVE_PLAN","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\email_collection.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\email_collection.yml","mapped_label"
"P05_000085","MOVE_PLAN","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\email_exfiltration.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\email_exfiltration.yml","mapped_label"
"P05_000086","MOVE_PLAN","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\encoded_powershell.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\encoded_powershell.yml","mapped_label"
"P05_000087","MOVE_PLAN","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\event_id_and_log_reference.md","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\event_id_and_log_reference.md","mapped_label"
"P05_000088","MOVE_PLAN","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\eventvwr_uac_bypass.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\eventvwr_uac_bypass.yml","mapped_label"
"P05_000089","MOVE_PLAN","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\execution_detections.spl","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\execution_detections.spl","mapped_label"
"P05_000090","MOVE_PLAN","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\exfil_over_c2.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\exfil_over_c2.yml","mapped_label"
"P05_000091","MOVE_PLAN","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\exfil_over_web_service.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\exfil_over_web_service.yml","mapped_label"
"P05_000092","MOVE_PLAN","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\file_directory_discovery.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\file_directory_discovery.yml","mapped_label"
"P05_000093","MOVE_PLAN","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\firmware_corruption.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\firmware_corruption.yml","mapped_label"
"P05_000094","MOVE_PLAN","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\ftp_exfiltration.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\ftp_exfiltration.yml","mapped_label"
"P05_000095","MOVE_PLAN","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\hawk_ops_env_mapping.md","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\hawk_ops_env_mapping.md","mapped_label"
"P05_000096","MOVE_PLAN","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\hawkinsops-custom-rules.xml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\hawkinsops-custom-rules.xml","mapped_label"
"P05_000097","MOVE_PLAN","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\indicator_removal_linux.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\indicator_removal_linux.yml","mapped_label"
"P05_000098","MOVE_PLAN","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\IR-001-LSASS-Access.md","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\IR-001-LSASS-Access.md","mapped_label"
"P05_000099","MOVE_PLAN","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\IR-002-Suspicious-PowerShell.md","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\IR-002-Suspicious-PowerShell.md","mapped_label"
"P05_000100","MOVE_PLAN","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\IR-003-Ransomware-Detected.md","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\IR-003-Ransomware-Detected.md","mapped_label"
"P05_000101","MOVE_PLAN","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\IR-004-to-030-Quick-Reference.md","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\IR-004-to-030-Quick-Reference.md","mapped_label"
"P05_000102","MOVE_PLAN","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\IR-Template.md","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\IR-Template.md","mapped_label"
"P05_000103","MOVE_PLAN","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\kerberoasting.yml","C:\RH\OPS\PROJECTS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\kerberoasting.yml","mapped_label"
