"action_id","op","src_path","dst_path","notes"
"P05_000019","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-site\artifacts\repo_hawkinsops-site\.git\packed-refs","C:\RH\OPS\PROJECTS\packed-refs","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000020","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-site\artifacts\repo_hawkinsops-site\.git\hooks\applypatch-msg.sample","C:\RH\OPS\PROJECTS\applypatch-msg.sample","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000021","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-site\artifacts\repo_hawkinsops-site\.git\hooks\commit-msg.sample","C:\RH\OPS\PROJECTS\commit-msg.sample","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000022","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-site\artifacts\repo_hawkinsops-site\.git\hooks\fsmonitor-watchman.sample","C:\RH\OPS\PROJECTS\fsmonitor-watchman.sample","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000023","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-site\artifacts\repo_hawkinsops-site\.git\hooks\post-update.sample","C:\RH\OPS\PROJECTS\post-update.sample","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000024","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-site\artifacts\repo_hawkinsops-site\.git\hooks\pre-applypatch.sample","C:\RH\OPS\PROJECTS\pre-applypatch.sample","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000025","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-site\artifacts\repo_hawkinsops-site\.git\hooks\pre-commit.sample","C:\RH\OPS\PROJECTS\pre-commit.sample","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000026","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-site\artifacts\repo_hawkinsops-site\.git\hooks\pre-merge-commit.sample","C:\RH\OPS\PROJECTS\pre-merge-commit.sample","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000027","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-site\artifacts\repo_hawkinsops-site\.git\hooks\pre-push.sample","C:\RH\OPS\PROJECTS\pre-push.sample","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000028","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-site\artifacts\repo_hawkinsops-site\.git\hooks\pre-rebase.sample","C:\RH\OPS\PROJECTS\pre-rebase.sample","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000029","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-site\artifacts\repo_hawkinsops-site\.git\hooks\pre-receive.sample","C:\RH\OPS\PROJECTS\pre-receive.sample","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000030","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-site\artifacts\repo_hawkinsops-site\.git\hooks\prepare-commit-msg.sample","C:\RH\OPS\PROJECTS\prepare-commit-msg.sample","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000031","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-site\artifacts\repo_hawkinsops-site\.git\hooks\push-to-checkout.sample","C:\RH\OPS\PROJECTS\push-to-checkout.sample","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000032","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-site\artifacts\repo_hawkinsops-site\.git\hooks\sendemail-validate.sample","C:\RH\OPS\PROJECTS\sendemail-validate.sample","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000033","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-site\artifacts\repo_hawkinsops-site\.git\hooks\update.sample","C:\RH\OPS\PROJECTS\update.sample","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000034","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-site\artifacts\repo_hawkinsops-site\.git\info\exclude","C:\RH\OPS\PROJECTS\exclude","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000035","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-site\artifacts\repo_hawkinsops-site\.git\logs\HEAD","C:\RH\OPS\PROJECTS\HEAD","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000036","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-site\artifacts\repo_hawkinsops-site\.git\logs\refs\heads\main","C:\RH\OPS\PROJECTS\main","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000037","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-site\artifacts\repo_hawkinsops-site\.git\logs\refs\remotes\origin\HEAD","C:\RH\OPS\PROJECTS\HEAD","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000038","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-site\artifacts\repo_hawkinsops-site\.git\objects\pack\pack-fdd29fe54155cbd891cf25f5977b6fa7a2f59cd3.idx","C:\RH\OPS\PROJECTS\pack-fdd29fe54155cbd891cf25f5977b6fa7a2f59cd3.idx","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000039","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-site\artifacts\repo_hawkinsops-site\.git\objects\pack\pack-fdd29fe54155cbd891cf25f5977b6fa7a2f59cd3.pack","C:\RH\OPS\PROJECTS\pack-fdd29fe54155cbd891cf25f5977b6fa7a2f59cd3.pack","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000040","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-site\artifacts\repo_hawkinsops-site\.git\objects\pack\pack-fdd29fe54155cbd891cf25f5977b6fa7a2f59cd3.rev","C:\RH\OPS\PROJECTS\pack-fdd29fe54155cbd891cf25f5977b6fa7a2f59cd3.rev","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000041","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-site\artifacts\repo_hawkinsops-site\.git\refs\heads\main","C:\RH\OPS\PROJECTS\main","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000042","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-site\artifacts\repo_hawkinsops-site\.git\refs\remotes\origin\HEAD","C:\RH\OPS\PROJECTS\HEAD","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000043","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-site\artifacts\repo_hawkinsops-site\hawkinsops-v2\apple-touch-icon.png","C:\RH\OPS\PROJECTS\apple-touch-icon.png","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000044","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-site\artifacts\repo_hawkinsops-site\hawkinsops-v2\favicon-16.png","C:\RH\OPS\PROJECTS\favicon-16.png","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000045","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-site\artifacts\repo_hawkinsops-site\hawkinsops-v2\favicon-32.png","C:\RH\OPS\PROJECTS\favicon-32.png","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000046","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-site\artifacts\repo_hawkinsops-site\hawkinsops-v2\index.html","C:\RH\OPS\PROJECTS\index.html","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000047","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-site\artifacts\repo_hawkinsops-site\hawkinsops-v2\og.png","C:\RH\OPS\PROJECTS\og.png","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000048","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\00-Hunt-Matrix.md","C:\RH\OPS\PROJECTS\00-Hunt-Matrix.md","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000049","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\00-Playbook-Index.md","C:\RH\OPS\PROJECTS\00-Playbook-Index.md","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000050","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\00-Rule-Index.md","C:\RH\OPS\PROJECTS\00-Rule-Index.md","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000051","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\account_manipulation.yml","C:\RH\OPS\PROJECTS\account_manipulation.yml","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000052","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\ad_enumeration.yml","C:\RH\OPS\PROJECTS\ad_enumeration.yml","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000053","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\always_install_elevated.yml","C:\RH\OPS\PROJECTS\always_install_elevated.yml","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000054","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\amsi_bypass.yml","C:\RH\OPS\PROJECTS\amsi_bypass.yml","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000055","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\archive_collected_data.yml","C:\RH\OPS\PROJECTS\archive_collected_data.yml","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000056","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\assumptions_and_placeholders.md","C:\RH\OPS\PROJECTS\assumptions_and_placeholders.md","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000057","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\at_command.yml","C:\RH\OPS\PROJECTS\at_command.yml","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000058","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\audio_capture.yml","C:\RH\OPS\PROJECTS\audio_capture.yml","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000059","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\bcdedit_boot_config.yml","C:\RH\OPS\PROJECTS\bcdedit_boot_config.yml","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000060","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\browser_credential_theft.yml","C:\RH\OPS\PROJECTS\browser_credential_theft.yml","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000061","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\clear_windows_event_logs.yml","C:\RH\OPS\PROJECTS\clear_windows_event_logs.yml","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000062","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\clipboard_capture.yml","C:\RH\OPS\PROJECTS\clipboard_capture.yml","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000063","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\cloud_service_enumeration.yml","C:\RH\OPS\PROJECTS\cloud_service_enumeration.yml","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000064","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\cloud_sync_abuse.yml","C:\RH\OPS\PROJECTS\cloud_sync_abuse.yml","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000065","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\cmd_suspicious_commands.yml","C:\RH\OPS\PROJECTS\cmd_suspicious_commands.yml","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000066","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\collection_exfiltration_impact.spl","C:\RH\OPS\PROJECTS\collection_exfiltration_impact.spl","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000067","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\credential_access_detections.spl","C:\RH\OPS\PROJECTS\credential_access_detections.spl","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000068","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\credential_dumping_tools.yml","C:\RH\OPS\PROJECTS\credential_dumping_tools.yml","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000069","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\credential-access-hunts.md","C:\RH\OPS\PROJECTS\credential-access-hunts.md","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000070","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\data_destruction.yml","C:\RH\OPS\PROJECTS\data_destruction.yml","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000071","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\data_staged.yml","C:\RH\OPS\PROJECTS\data_staged.yml","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000072","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\database_destruction.yml","C:\RH\OPS\PROJECTS\database_destruction.yml","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000073","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\dcom_lateral_movement.yml","C:\RH\OPS\PROJECTS\dcom_lateral_movement.yml","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000074","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\dcsync_attack.yml","C:\RH\OPS\PROJECTS\dcsync_attack.yml","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000075","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\defacement.yml","C:\RH\OPS\PROJECTS\defacement.yml","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000076","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\defense_evasion_detections.spl","C:\RH\OPS\PROJECTS\defense_evasion_detections.spl","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000077","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\disable_firewall.yml","C:\RH\OPS\PROJECTS\disable_firewall.yml","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000078","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\disable_windows_defender.yml","C:\RH\OPS\PROJECTS\disable_windows_defender.yml","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000079","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\discovery_detections.spl","C:\RH\OPS\PROJECTS\discovery_detections.spl","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000080","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\disk_wipe.yml","C:\RH\OPS\PROJECTS\disk_wipe.yml","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000081","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\dll_sideloading.yml","C:\RH\OPS\PROJECTS\dll_sideloading.yml","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000082","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\dns_tunneling.yml","C:\RH\OPS\PROJECTS\dns_tunneling.yml","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000083","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\domain_trust_discovery.yml","C:\RH\OPS\PROJECTS\domain_trust_discovery.yml","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000084","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\email_collection.yml","C:\RH\OPS\PROJECTS\email_collection.yml","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000085","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\email_exfiltration.yml","C:\RH\OPS\PROJECTS\email_exfiltration.yml","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000086","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\encoded_powershell.yml","C:\RH\OPS\PROJECTS\encoded_powershell.yml","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000087","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\event_id_and_log_reference.md","C:\RH\OPS\PROJECTS\event_id_and_log_reference.md","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000088","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\eventvwr_uac_bypass.yml","C:\RH\OPS\PROJECTS\eventvwr_uac_bypass.yml","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000089","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\execution_detections.spl","C:\RH\OPS\PROJECTS\execution_detections.spl","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000090","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\exfil_over_c2.yml","C:\RH\OPS\PROJECTS\exfil_over_c2.yml","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000091","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\exfil_over_web_service.yml","C:\RH\OPS\PROJECTS\exfil_over_web_service.yml","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000092","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\file_directory_discovery.yml","C:\RH\OPS\PROJECTS\file_directory_discovery.yml","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000093","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\firmware_corruption.yml","C:\RH\OPS\PROJECTS\firmware_corruption.yml","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000094","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\ftp_exfiltration.yml","C:\RH\OPS\PROJECTS\ftp_exfiltration.yml","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000095","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\hawk_ops_env_mapping.md","C:\RH\OPS\PROJECTS\hawk_ops_env_mapping.md","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000096","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\hawkinsops-custom-rules.xml","C:\RH\OPS\PROJECTS\hawkinsops-custom-rules.xml","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000097","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\indicator_removal_linux.yml","C:\RH\OPS\PROJECTS\indicator_removal_linux.yml","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000098","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\IR-001-LSASS-Access.md","C:\RH\OPS\PROJECTS\IR-001-LSASS-Access.md","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000099","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\IR-002-Suspicious-PowerShell.md","C:\RH\OPS\PROJECTS\IR-002-Suspicious-PowerShell.md","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000100","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\IR-003-Ransomware-Detected.md","C:\RH\OPS\PROJECTS\IR-003-Ransomware-Detected.md","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000101","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\IR-004-to-030-Quick-Reference.md","C:\RH\OPS\PROJECTS\IR-004-to-030-Quick-Reference.md","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000102","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\IR-Template.md","C:\RH\OPS\PROJECTS\IR-Template.md","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000103","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\kerberoasting.yml","C:\RH\OPS\PROJECTS\kerberoasting.yml","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000104","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\kernel_module_load.yml","C:\RH\OPS\PROJECTS\kernel_module_load.yml","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000105","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\keylogging.yml","C:\RH\OPS\PROJECTS\keylogging.yml","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000106","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\lateral_movement_detections.spl","C:\RH\OPS\PROJECTS\lateral_movement_detections.spl","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000107","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\lateral-movement-hunts.md","C:\RH\OPS\PROJECTS\lateral-movement-hunts.md","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000108","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\linux_bash_suspicious.yml","C:\RH\OPS\PROJECTS\linux_bash_suspicious.yml","unsupported_or_review_op:REVIEW_COLLISION"
"P05_000109","SKIP","C:\RH\OPS\PROJECTS\REPOS\hawkinsops-soc-content\artifacts\repo_hawkinsops-soc-content\linux_data_destruction.yml","C:\RH\OPS\PROJECTS\linux_data_destruction.yml","unsupported_or_review_op:REVIEW_COLLISION"
